"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"M47833","WNT_SIGNALING_MODULATION_LGR_RSPO","5/97","15/2371",0.333333333333333,8.14776632302405,5.73446811642826,0.000224106946510329,0.0360812183881629,0.0294877561197801,"RSPO2/FZD5/RSPO1/FZD8/LGR4",5
